"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"FADS1",3.20496874590152e-202,0.269140225160734,0.346,0.045,7.24290886886285e-198,"5","FADS1",0.301
"PACSIN2",3.4308858906552e-202,0.357758858977614,0.556,0.11,7.75345902429168e-198,"5","PACSIN2",0.446
"ALOX5",1.41670314629205e-201,0.3419878714869,0.394,0.058,3.2016074403054e-197,"5","ALOX5",0.336
"NINJ1",5.86528343188399e-201,1.04963132225904,0.724,0.222,1.32549540277146e-196,"5","NINJ1",0.502
"TNS3",1.02878215105073e-200,0.351642879040804,0.355,0.05,2.32494478315954e-196,"5","TNS3",0.305
"TRPM2",1.66481198426904e-200,0.282084426652461,0.298,0.035,3.7623086032496e-196,"5","TRPM2",0.263
"PTTG1IP",8.21021489705057e-198,0.463200059133104,0.668,0.158,1.85542646458446e-193,"5","PTTG1IP",0.51
"ITGB21",4.12769515744358e-197,1.0012884214742,0.955,0.641,9.32817828630674e-193,"5","ITGB2",0.314
"BCKDK",3.75942676938739e-195,0.385162882661975,0.617,0.141,8.49592855613855e-191,"5","BCKDK",0.476
"RALB",1.33740361283815e-194,0.269341645283978,0.46,0.078,3.02239842465293e-190,"5","RALB",0.382
"CORO1C",1.40020141705567e-194,0.276341196076489,0.433,0.074,3.16431518240411e-190,"5","CORO1C",0.359
"FUCA2",1.12643247474091e-193,0.381331064608295,0.537,0.111,2.54562474966698e-189,"5","FUCA2",0.426
"KLF3",3.76780824443457e-192,0.317325070457067,0.519,0.093,8.51486985159768e-188,"5","KLF3",0.426
"CAPG",5.56092262033175e-192,1.30461132809805,0.683,0.197,1.25671290296877e-187,"5","CAPG",0.486
"CA2",8.83215912866595e-192,0.393215794606728,0.298,0.036,1.99597964148722e-187,"5","CA2",0.262
"VSIR",1.51928298160637e-190,0.734033373752057,0.831,0.261,3.43342761013225e-186,"5","VSIR",0.57
"ASAP1",2.46962490420568e-190,0.28228996907963,0.405,0.063,5.58110532101442e-186,"5","ASAP1",0.342
"EMILIN21",3.13363400505428e-190,0.385060802974572,0.504,0.101,7.08169948802216e-186,"5","EMILIN2",0.403
"HLA-DOA1",4.55571204072783e-190,0.437972990630287,0.64,0.154,1.02954536408408e-185,"5","HLA-DOA",0.486
"STXBP2",5.96341308965967e-190,0.788554424508757,0.777,0.25,1.34767172413219e-185,"5","STXBP2",0.527
"HSBP11",1.6081888429115e-189,0.735617696178749,0.882,0.339,3.63434596609569e-185,"5","HSBP1",0.543
"MYD88",1.55707479452987e-188,0.688113830731387,0.791,0.268,3.51883332815804e-184,"5","MYD88",0.523
"NAMPT",4.58168053893678e-188,0.585763159313809,0.658,0.168,1.03541398499432e-183,"5","NAMPT",0.49
"GCH1",2.50266015571132e-187,0.526419380005159,0.533,0.11,5.65576168589201e-183,"5","GCH1",0.423
"PLD3",2.62685180501629e-186,0.996892741156657,0.697,0.202,5.93642239415631e-182,"5","PLD3",0.495
"ACTB",1.0486483878712e-185,0.788069830976628,1,0.999,2.36984049175012e-181,"5","ACTB",0.001
"ATP6V0B1",2.00127733598873e-184,0.850566208657477,0.909,0.489,4.52268665160093e-180,"5","ATP6V0B",0.42
"HSPA1A1",2.58173670238273e-184,0.374546339334068,0.606,0.132,5.83446677371472e-180,"5","HSPA1A",0.474
"ASAH1",7.82690255745581e-184,0.921034637677485,0.772,0.258,1.76880170895944e-179,"5","ASAH1",0.514
"P2RX4",5.85173237686572e-183,0.285339212202784,0.417,0.068,1.32243299984788e-178,"5","P2RX4",0.349
"LRRK2",1.25904166691147e-182,0.378183267693387,0.421,0.075,2.84530826305322e-178,"5","LRRK2",0.346
"MPP1",7.47984766599026e-181,0.521027862723406,0.547,0.122,1.69037077403714e-176,"5","MPP1",0.425
"JAK2",3.78671060988319e-180,0.32976396354655,0.469,0.089,8.55758730727501e-176,"5","JAK2",0.38
"PRELID1",8.41755237921389e-180,0.947230827316668,0.939,0.624,1.90228266217855e-175,"5","PRELID1",0.315
"ETV6",1.10076148666383e-179,0.549188630076825,0.688,0.185,2.48761088371159e-175,"5","ETV6",0.503
"SIGLEC101",2.14489903932915e-179,0.490881024150551,0.576,0.135,4.84725733897995e-175,"5","SIGLEC10",0.441
"CIAO2A1",3.81400528204559e-179,0.585109032687423,0.713,0.206,8.61927053689484e-175,"5","CIAO2A",0.507
"GSAP",1.52701435461971e-178,0.307862259327259,0.476,0.092,3.45089974000509e-174,"5","GSAP",0.384
"AKR1A11",1.69474917164075e-178,0.912548390908911,0.875,0.376,3.82996365299094e-174,"5","AKR1A1",0.499
"SH3BGRL31",1.41659615167986e-176,0.809785291018831,0.991,0.949,3.20136564318133e-172,"5","SH3BGRL3",0.042
"CYBA",3.12598685851114e-176,0.810933752821759,0.968,0.902,7.06441770154932e-172,"5","CYBA",0.0659999999999999
"UNC93B11",8.16337938967604e-176,0.396634431820483,0.601,0.145,1.84484210827289e-171,"5","UNC93B1",0.456
"ATP6AP1",1.19052963894291e-174,0.641502955043119,0.824,0.288,2.69047793104708e-170,"5","ATP6AP1",0.536
"NADK",3.46161278475367e-172,0.386913270570905,0.563,0.132,7.82289873226481e-168,"5","NADK",0.431
"PDXK",1.8435151704118e-171,0.347477764199053,0.469,0.092,4.16615993361362e-167,"5","PDXK",0.377
"OAZ1",7.79102899344357e-171,0.644060145154046,0.98,0.934,1.76069464222831e-166,"5","OAZ1",0.0459999999999999
"GPX4",2.53495339750911e-170,0.919273002612058,0.947,0.669,5.72874118303085e-166,"5","GPX4",0.278
"SLC66A3",2.26656621501697e-169,0.307051210897328,0.52,0.11,5.12221298931686e-165,"5","SLC66A3",0.41
"PLIN3",1.55436167828046e-168,0.433950997853287,0.636,0.164,3.51270195674602e-164,"5","PLIN3",0.472
"ARPC1B1",4.3806369850515e-167,0.848662423586704,0.959,0.739,9.89980152251788e-163,"5","ARPC1B",0.22
"TPP1",4.77227517597458e-167,0.547368207498036,0.797,0.257,1.07848646701849e-162,"5","TPP1",0.54
"ATP6V0C",7.31573392467209e-167,1.13817867271567,0.945,0.649,1.65328270963665e-162,"5","ATP6V0C",0.296
"ARAP1",7.54412789257846e-167,0.323614233657584,0.526,0.115,1.70489746244381e-162,"5","ARAP1",0.411
"ATP6V0D1",5.97691054350649e-166,0.641497149037586,0.834,0.323,1.35072201372703e-161,"5","ATP6V0D1",0.511
"NFE2L2",4.58260567514367e-165,0.549217990966575,0.734,0.222,1.03562305652572e-160,"5","NFE2L2",0.512
"CCDC88A1",8.06912541345132e-165,0.372186151390001,0.586,0.145,1.82354165218586e-160,"5","CCDC88A",0.441
"PIK3AP12",4.33618380097691e-163,0.468380174231208,0.585,0.148,9.79934177182772e-159,"5","PIK3AP1",0.437
"VAMP3",2.65494634349421e-161,0.275398104706426,0.52,0.112,5.99991324166256e-157,"5","VAMP3",0.408
"QKI",3.45334416265236e-161,0.252633704772149,0.41,0.076,7.80421247317808e-157,"5","QKI",0.334
"TXN1",1.74311427081314e-159,1.30170430691922,0.911,0.441,3.93926394061063e-155,"5","TXN",0.47
"SERPINB11",5.22978919129489e-159,0.991817271259309,0.897,0.469,1.18188005934073e-154,"5","SERPINB1",0.428
"EIF4A11",8.20187263559169e-159,0.878989551714016,0.916,0.531,1.85354119691737e-154,"5","EIF4A1",0.385
"LIPA",5.19334502055343e-158,0.793585619969361,0.633,0.183,1.17364404119487e-153,"5","LIPA",0.45
"STAT11",8.13448178819953e-158,0.942967603427059,0.916,0.487,1.83831153931521e-153,"5","STAT1",0.429
"TPI11",1.32259063216229e-157,0.750851442500294,0.964,0.701,2.98892256962355e-153,"5","TPI1",0.263
"BCL2A11",6.45119489548901e-157,0.700721423369766,0.829,0.29,1.45790553443156e-152,"5","BCL2A1",0.539
"SLC1A5",3.70447432718387e-156,0.38056335474005,0.588,0.149,8.37174153200283e-152,"5","SLC1A5",0.439
"IDH1",4.16093732405292e-156,0.293160653796,0.399,0.074,9.40330225862719e-152,"5","IDH1",0.325
"TUBA1A",1.15298221369081e-155,0.791112422989602,0.838,0.328,2.60562450471985e-151,"5","TUBA1A",0.51
"GPR137B",2.84958347890769e-155,0.310668090275119,0.524,0.116,6.4397737039835e-151,"5","GPR137B",0.408
"FKBP15",1.34567959589736e-154,0.351867129732637,0.54,0.13,3.04110131876843e-150,"5","FKBP15",0.41
"RHOQ",1.5023997623962e-153,0.254014660166653,0.396,0.076,3.39527322303918e-149,"5","RHOQ",0.32
"LGALS3BP",7.71928752105164e-153,0.464333011544849,0.494,0.111,1.74448178688246e-148,"5","LGALS3BP",0.383
"CSTB",1.23413112108913e-151,1.0031516994083,0.959,0.64,2.78901292054932e-147,"5","CSTB",0.319
"DOK32",1.63703628229843e-151,0.318996850597569,0.447,0.094,3.69953829436622e-147,"5","DOK3",0.353
"GSTP11",2.22416742136021e-151,0.746377677787108,0.955,0.584,5.02639595553195e-147,"5","GSTP1",0.371
"LAMP2",3.91968341780805e-151,0.36933182066179,0.59,0.151,8.85809255590441e-147,"5","LAMP2",0.439
"SLC39A8",6.05356132519697e-151,1.1050850368165,0.451,0.11,1.36804432388126e-146,"5","SLC39A8",0.341
"RAB5C",7.88132729517693e-151,0.635999554669007,0.836,0.34,1.78110115543704e-146,"5","RAB5C",0.496
"POMP1",3.40991028351956e-150,0.755444235426625,0.923,0.528,7.70605624972585e-146,"5","POMP",0.395
"SQOR",3.68492218303575e-150,0.502928828361978,0.636,0.183,8.3275556414425e-146,"5","SQOR",0.453
"HSD17B4",2.23041750258779e-148,0.354468437085057,0.565,0.145,5.04052051409815e-144,"5","HSD17B4",0.42
"CASP1",1.41630863522697e-147,0.615392333837067,0.765,0.268,3.20071588474942e-143,"5","CASP1",0.497
"ACSL4",1.52454987848057e-146,0.327432799238387,0.463,0.103,3.44533027037825e-142,"5","ACSL4",0.36
"DBI1",1.64667571319893e-144,0.758627420637515,0.929,0.615,3.72132244425825e-140,"5","DBI",0.314
"MBOAT7",1.70221446378175e-144,0.258983369852353,0.463,0.102,3.84683446670037e-140,"5","MBOAT7",0.361
"NCOA4",5.05966928175038e-144,0.633517859892159,0.772,0.295,1.14343466098277e-139,"5","NCOA4",0.477
"ACOT9",3.28224959196049e-142,0.302396960182926,0.494,0.116,7.4175558528715e-138,"5","ACOT9",0.378
"CD402",5.56494330951504e-142,0.463013651676469,0.765,0.235,1.2576215385173e-137,"5","CD40",0.53
"IFI6",8.50111724599861e-142,0.617169750830239,0.731,0.241,1.92116748642323e-137,"5","IFI6",0.49
"CEBPB",1.14025027031772e-141,0.558025044382452,0.683,0.205,2.57685158589101e-137,"5","CEBPB",0.478
"PPIF",1.36334837115454e-141,0.437143716652926,0.651,0.188,3.08103098397214e-137,"5","PPIF",0.463
"GSTO1",3.40444172323203e-141,0.61073795384388,0.84,0.341,7.69369785033206e-137,"5","GSTO1",0.499
"CCL31",1.84003723399214e-140,0.667674300001695,0.474,0.111,4.15830014509883e-136,"5","CCL3",0.363
"CNDP2",5.91495505848404e-140,0.564109481085944,0.786,0.3,1.33672069366681e-135,"5","CNDP2",0.486
"TLN1",2.83201300589815e-139,0.62857552126934,0.822,0.335,6.40006619202924e-135,"5","TLN1",0.487
"NIBAN1",6.24434096643616e-139,0.262541396496284,0.383,0.074,1.41115861500491e-134,"5","NIBAN1",0.309
"H2AFY1",3.6443993179512e-138,0.645328036203151,0.872,0.401,8.23597801863791e-134,"5","H2AFY",0.471
"AP2S11",4.23705909071007e-138,0.654612981923826,0.913,0.459,9.57532983909568e-134,"5","AP2S1",0.454
"DPYD",4.86026488052262e-138,0.294511886597835,0.611,0.152,1.09837126034931e-133,"5","DPYD",0.459
"GNAI2",9.21594975035036e-138,0.645085842185127,0.856,0.38,2.08271248408168e-133,"5","GNAI2",0.476
"ARPC31",1.73045312116929e-137,0.559811924650942,0.986,0.887,3.91065100853048e-133,"5","ARPC3",0.099
"RNASE61",1.86108623697484e-137,0.282558193665974,0.353,0.065,4.20586878693944e-133,"5","RNASE6",0.288
"BLOC1S1",1.21570693113787e-135,0.719248054541506,0.875,0.454,2.74737609367846e-131,"5","BLOC1S1",0.421
"CIITA2",3.60677394395622e-135,0.328036219772261,0.561,0.151,8.15094843594667e-131,"5","CIITA",0.41
"IFI35",4.79162968164008e-135,0.498939235243926,0.756,0.26,1.08286039175384e-130,"5","IFI35",0.496
"EPSTI11",9.98898009792227e-135,0.475677759357892,0.736,0.247,2.25740961232945e-130,"5","EPSTI1",0.489
"APLP2",1.4708637943792e-134,0.327594991146148,0.569,0.149,3.32400508891756e-130,"5","APLP2",0.42
"STOM1",1.6262274605168e-134,0.380555238342201,0.665,0.186,3.67511143802191e-130,"5","STOM",0.479
"SERPINF1",1.76124720359407e-134,0.338089861887796,0.324,0.06,3.98024255540224e-130,"5","SERPINF1",0.264
"RPS6KA4",1.8000235725465e-134,0.289079226051537,0.439,0.097,4.06787327159783e-130,"5","RPS6KA4",0.342
"FUCA1",2.53375059503288e-133,0.621639888388304,0.403,0.088,5.72602296971482e-129,"5","FUCA1",0.315
"PDLIM5",9.95542873343903e-133,0.32529207141684,0.542,0.143,2.24982733946989e-128,"5","PDLIM5",0.399
"TUBA1C1",2.26095612982278e-132,0.414276737780375,0.658,0.198,5.1095347577865e-128,"5","TUBA1C",0.46
"ARRB21",3.63035647186424e-132,0.502581918675554,0.813,0.288,8.20424259076599e-128,"5","ARRB2",0.525
"SERPINB9",7.76140110006833e-132,0.656357586959131,0.656,0.215,1.75399903460444e-127,"5","SERPINB9",0.441
"DYNC1LI1",8.09115276436715e-132,0.344491238757106,0.613,0.178,1.82851961321933e-127,"5","DYNC1LI1",0.435
"ATP6V1F1",8.81729458462782e-132,0.751535639538432,0.918,0.531,1.99262040318004e-127,"5","ATP6V1F",0.387
"SERF21",8.29102881933074e-131,0.469105264060135,0.995,0.974,1.87368960288055e-126,"5","SERF2",0.021
"RNF144B1",1.57303780204258e-130,0.250724277276958,0.476,0.114,3.55490812883604e-126,"5","RNF144B",0.362
"CARD161",5.52172547318373e-130,0.716164710076293,0.841,0.406,1.24785473968479e-125,"5","CARD16",0.435
"IMPDH1",1.8976657069711e-129,0.321116051986275,0.608,0.175,4.28853473118398e-125,"5","IMPDH1",0.433
"SNX81",2.20599421141683e-129,0.293973341935283,0.542,0.145,4.98532631838089e-125,"5","SNX8",0.397
"MT2A",2.59213334252189e-129,2.26193630177827,0.845,0.48,5.85796214076523e-125,"5","MT2A",0.365
"ABI31",2.66463245870983e-129,0.502810260810737,0.715,0.239,6.02180289343835e-125,"5","ABI3",0.476
"MT1E",2.87422486885879e-129,0.799862190771318,0.385,0.085,6.49546078113397e-125,"5","MT1E",0.3
"GM2A1",1.64087841495951e-128,0.492462889528262,0.51,0.137,3.70822112996699e-124,"5","GM2A",0.373
"GET3",2.31526341294935e-128,0.308492688012136,0.602,0.172,5.23226378692423e-124,"5","GET3",0.43
"RGS21",2.60115734718757e-126,0.472834873692446,0.46,0.114,5.8783554889092e-122,"5","RGS2",0.346
"AC253572.2",2.62664905183983e-126,0.325131347442394,0.34,0.065,5.93596419225284e-122,"5","AC253572.2",0.275
"ATP5F1E1",6.44243889095739e-126,0.553938318891148,0.991,0.784,1.45592676496746e-121,"5","ATP5F1E",0.207
"GNG51",7.42262522110582e-126,0.642896230996584,0.943,0.647,1.67743907371771e-121,"5","GNG5",0.296
"ATP1B11",1.83692278320055e-125,0.299940221973064,0.396,0.088,4.15126179775492e-121,"5","ATP1B1",0.308
"LEPROT",3.65650123545025e-125,0.253050354399197,0.515,0.132,8.26332714199402e-121,"5","LEPROT",0.383
"CTSD1",3.98326414106742e-125,1.60095962583646,0.736,0.318,9.00177863239825e-121,"5","CTSD",0.418
"HVCN11",4.13718679200389e-125,0.251217934873032,0.606,0.17,9.34962843124959e-121,"5","HVCN1",0.436
"ATP6V1A",1.37912744646592e-124,0.325742935617546,0.526,0.143,3.11669011626834e-120,"5","ATP6V1A",0.383
"LAMTOR21",2.96009901213492e-124,0.541049764953338,0.832,0.356,6.68952775752372e-120,"5","LAMTOR2",0.476
"RHOC1",3.33155057361633e-124,0.278636464532736,0.506,0.125,7.52897114131554e-120,"5","RHOC",0.381
"TALDO11",6.40119698037215e-124,0.667890965485503,0.914,0.499,1.4466065055943e-119,"5","TALDO1",0.415
"COMT",1.21230470574357e-123,0.458471997337766,0.763,0.278,2.73968740450989e-119,"5","COMT",0.485
"UBE2F",3.53972343576507e-123,0.323682789885869,0.663,0.21,7.99942099248548e-119,"5","UBE2F",0.453
"MICOS101",4.25539681706446e-123,0.587658704627393,0.791,0.31,9.61677126688398e-119,"5","MICOS10",0.481
"COMMD9",1.0517493977055e-122,0.259807674088336,0.563,0.159,2.37684846387465e-118,"5","COMMD9",0.404
"CFL11",3.33522516161553e-121,0.483211558710072,0.995,0.96,7.53727534273494e-117,"5","CFL1",0.035
"ALAS1",5.94954727335172e-121,0.394298649647388,0.528,0.151,1.34453818830476e-116,"5","ALAS1",0.377
"CAPNS1",1.33105904635921e-120,0.324434773313124,0.613,0.185,3.00806033886717e-116,"5","CAPNS1",0.428
"SFT2D2",1.40901836309816e-120,0.355149303364968,0.624,0.194,3.18424059876553e-116,"5","SFT2D2",0.43
"RNPEP",1.44250648927344e-120,0.35639601108934,0.64,0.202,3.25992041510904e-116,"5","RNPEP",0.438
"TRAPPC5",2.34462350625309e-120,0.592677753250282,0.77,0.321,5.29861466178136e-116,"5","TRAPPC5",0.449
"RAB10",2.20062660816611e-119,0.507313329324055,0.777,0.314,4.9731960717946e-115,"5","RAB10",0.463
"RHOB",1.0704915759522e-118,0.403194831993811,0.373,0.077,2.41920391249438e-114,"5","RHOB",0.296
"VIM1",1.2063349771421e-118,0.797459694872491,0.982,0.742,2.72619641484343e-114,"5","VIM",0.24
"NMI",1.2513498159068e-118,0.400933753421694,0.701,0.24,2.82792544896779e-114,"5","NMI",0.461
"ACAA1",3.44421156549283e-117,0.534414424664184,0.775,0.325,7.78357371685724e-113,"5","ACAA1",0.45
"TSPO",2.32996009958583e-116,0.811637221939205,0.895,0.513,5.26547682905402e-112,"5","TSPO",0.382
"FEZ2",4.45471495657749e-116,0.291598498198178,0.529,0.148,1.00672103303695e-111,"5","FEZ2",0.381
"YBX11",5.62560530835566e-116,0.557232940436809,0.975,0.877,1.2713305436353e-111,"5","YBX1",0.098
"DHRS4",7.21726020052075e-115,0.362309729498589,0.642,0.211,1.63102863271568e-110,"5","DHRS4",0.431
"TMSB4X",2.73617781920843e-114,0.489388637312946,0.998,0.995,6.18348825362912e-110,"5","TMSB4X",0.003
"GNPTAB",3.72840287798217e-114,0.250524371364931,0.504,0.135,8.4258176639519e-110,"5","GNPTAB",0.369
"FKBP1A",2.92670370210919e-113,0.605569312279515,0.939,0.656,6.61405769639657e-109,"5","FKBP1A",0.283
"RHOG",2.97317127831232e-112,0.571299317773064,0.922,0.587,6.71906977185802e-108,"5","RHOG",0.335
"BACH1",6.480395707299e-112,0.264306846139695,0.417,0.103,1.4645046258925e-107,"5","BACH1",0.314
"NCF42",2.78081697603416e-111,0.396964811780785,0.585,0.184,6.28436828413959e-107,"5","NCF4",0.401
"LCP11",4.10618016972819e-111,0.700185414801987,0.936,0.765,9.27955656556873e-107,"5","LCP1",0.171
"IGFLR11",5.38692788644592e-111,0.488518988153021,0.788,0.331,1.21739183305791e-106,"5","IGFLR1",0.457
"CMTM6",6.2052799444417e-111,0.481622558612081,0.829,0.365,1.40233121464438e-106,"5","CMTM6",0.464
"IFNAR1",2.97332458384309e-110,0.40034219630867,0.636,0.207,6.71941622702701e-106,"5","IFNAR1",0.429
"PLEKHB2",3.85978310333729e-110,0.306612571127135,0.602,0.188,8.72272383523195e-106,"5","PLEKHB2",0.414
"DAPP1",8.60520337464554e-110,0.310565855326716,0.558,0.168,1.94468991063615e-105,"5","DAPP1",0.39
"ABHD12",1.30429049904211e-109,0.265642609040191,0.472,0.125,2.94756609878525e-105,"5","ABHD12",0.347
"RAB241",2.32891968181891e-109,0.413779908624151,0.709,0.257,5.26312558894256e-105,"5","RAB24",0.452
"DDAH2",4.70283530148915e-108,0.274002621067417,0.442,0.111,1.06279374978353e-103,"5","DDAH2",0.331
"CUL9",5.57368181742452e-108,0.269477903367888,0.282,0.053,1.25959635391977e-103,"5","CUL9",0.229
"SLC20A1",1.46983604028365e-107,0.370427790791076,0.586,0.183,3.32168246743703e-103,"5","SLC20A1",0.403
"MTHFD21",7.43375032205889e-107,0.43939615666042,0.718,0.273,1.67995323528209e-102,"5","MTHFD2",0.445
"IRF82",3.98067654208461e-106,0.424010607473018,0.592,0.18,8.99593091745701e-102,"5","IRF8",0.412
"NME21",4.50129470638866e-106,0.587753077856436,0.954,0.647,1.01724759069677e-101,"5","NME2",0.307
"RHOA",1.14559022046689e-105,0.506958975677116,0.975,0.883,2.58891933923313e-101,"5","RHOA",0.092
"AKIRIN2",1.92506348204672e-105,0.375291700226576,0.729,0.267,4.35045096307739e-101,"5","AKIRIN2",0.462
"ZFAND5",2.78764506841038e-105,0.417280076795769,0.713,0.263,6.29979909010061e-101,"5","ZFAND5",0.45
"ARHGAP18",1.82506127228892e-104,0.268760461051937,0.458,0.124,4.12445596924572e-100,"5","ARHGAP18",0.334
"SDHD",4.17602425016217e-104,0.577030659226966,0.806,0.371,9.43739720294148e-100,"5","SDHD",0.435
"MICOS13",4.81940651490665e-104,0.396954999132213,0.699,0.249,1.08913767830375e-99,"5","MICOS13",0.45
"VKORC1",5.18242315896532e-104,0.276473184106756,0.574,0.177,1.17117580969457e-99,"5","VKORC1",0.397
"PCBD11",5.69605541778226e-103,0.343758545157853,0.661,0.225,1.28725156386461e-98,"5","PCBD1",0.436
"UBE2J12",6.30930003235603e-103,0.325419313700089,0.738,0.27,1.42583871431214e-98,"5","UBE2J1",0.468
"PRDX11",2.40957948877022e-102,1.17569082475634,0.92,0.616,5.44540868667183e-98,"5","PRDX1",0.304
"UCP21",6.43504629190689e-102,0.652628364501592,0.959,0.692,1.45425611150804e-97,"5","UCP2",0.267
"GLRX",6.67396962213264e-102,0.47929692459939,0.811,0.345,1.50825039490576e-97,"5","GLRX",0.466
"WSB11",7.84612997630939e-102,0.676404082054352,0.824,0.438,1.77314691334616e-97,"5","WSB1",0.386
"MAP3K81",9.19639313274649e-102,0.316355531804997,0.572,0.179,2.07829288406938e-97,"5","MAP3K8",0.393
"ARF3",9.76277342018011e-102,0.349669404315816,0.67,0.243,2.2062891652265e-97,"5","ARF3",0.427
"YIF1B",1.41604682691267e-101,0.343533981789043,0.709,0.261,3.20012422413994e-97,"5","YIF1B",0.448
"COTL11",2.20558803539279e-101,0.764401562725046,0.97,0.825,4.98440840118417e-97,"5","COTL1",0.145
"MRPL121",4.1180220589152e-101,0.271749349325046,0.524,0.156,9.30631805094245e-97,"5","MRPL12",0.368
"SKAP22",5.26262651991867e-101,0.299679121541411,0.622,0.204,1.18930096723642e-96,"5","SKAP2",0.418
"TAP21",5.3669849354427e-101,0.389883922492421,0.69,0.258,1.2128849255607e-96,"5","TAP2",0.432
"MYDGF",8.05164577943234e-101,0.538587459205251,0.806,0.393,1.81959142969392e-96,"5","MYDGF",0.413
"SCO2",1.26759891482076e-100,0.274179593818317,0.442,0.123,2.86464678760343e-96,"5","SCO2",0.319
"RTN4",1.71904505731841e-100,0.479088639478718,0.818,0.372,3.88486992503389e-96,"5","RTN4",0.446
"CYSTM11",1.77105144931843e-100,0.305370943027156,0.529,0.164,4.00239917031472e-96,"5","CYSTM1",0.365
"GRB22",2.23010669616622e-100,0.581282645498343,0.907,0.523,5.03981812266604e-96,"5","GRB2",0.384
"PSMA21",2.42649275426068e-100,0.499179349631246,0.768,0.322,5.48363097535371e-96,"5","PSMA2",0.446
"SELENOS1",8.12451581078837e-100,0.404985065858829,0.676,0.249,1.83605932808006e-95,"5","SELENOS",0.427
"ZYX1",3.30749366050846e-99,0.564348850578154,0.895,0.496,7.47460492338308e-95,"5","ZYX",0.399
"TCIRG1",1.3309398214227e-98,0.477621291293128,0.765,0.323,3.00779090243316e-94,"5","TCIRG1",0.442
"ENO11",2.29018631243097e-98,0.52963044991526,0.952,0.708,5.17559204746274e-94,"5","ENO1",0.244
"CD722",7.18331996110744e-98,0.366402214709956,0.635,0.217,1.62335847801067e-93,"5","CD72",0.418
"DOK21",1.07868672220762e-97,0.494898313661237,0.727,0.285,2.437724123517e-93,"5","DOK2",0.442
"GBP41",2.9178961895724e-97,0.463932709732847,0.656,0.24,6.59415359881466e-93,"5","GBP4",0.416
"RAB1A",8.18721565105853e-97,0.358503206073559,0.62,0.213,1.85022886498272e-92,"5","RAB1A",0.407
"CALM2",1.89202294298658e-96,0.570119638192362,0.929,0.743,4.27578264885536e-92,"5","CALM2",0.186
"SPPL2A",1.64794668896309e-95,0.291788872146329,0.626,0.216,3.72419472238768e-91,"5","SPPL2A",0.41
"PSMA41",3.5415975957543e-95,0.484240838157455,0.836,0.391,8.00365640664514e-91,"5","PSMA4",0.445
"HSPB1",7.72340154257491e-95,0.640634581067619,0.85,0.472,1.7454115146065e-90,"5","HSPB1",0.378
"C1orf122",1.8592985934038e-94,0.35739090886058,0.451,0.134,4.20182889123324e-90,"5","C1orf122",0.317
"TGFB1",2.74828969314488e-94,0.386883804730966,0.752,0.302,6.21085987753812e-90,"5","TGFB1",0.45
"ARPC41",5.64886609586228e-94,0.543488718299883,0.829,0.429,1.27658724900392e-89,"5","ARPC4",0.4
"CIAO2B",1.24342779138314e-93,0.428052211116057,0.742,0.299,2.81002246574677e-89,"5","CIAO2B",0.443
"DYNLT1",1.33160219684348e-93,0.443063977167921,0.749,0.31,3.00928780464659e-89,"5","DYNLT1",0.439
"CRTAP",2.85227193216495e-93,0.312508906622743,0.647,0.228,6.44584933949957e-89,"5","CRTAP",0.419
"SNAP231",8.54740200536096e-93,0.405796547741608,0.768,0.325,1.93162737919152e-88,"5","SNAP23",0.443
"SDHB",1.2533151684457e-92,0.428968196051431,0.711,0.284,2.83236694917044e-88,"5","SDHB",0.427
"GBP22",2.68080043162912e-92,0.517943875303116,0.786,0.344,6.05834089543866e-88,"5","GBP2",0.442
"NDUFV3",2.70087946829808e-92,0.252355064317617,0.578,0.192,6.10371751040684e-88,"5","NDUFV3",0.386
"ATP5MC31",3.06614091943516e-92,0.451655419992534,0.93,0.588,6.92917186383152e-88,"5","ATP5MC3",0.342
